E	water	muscle	lung	dry_spine	dry_rib	adipose	blood	heart	kidney	liver	lymph	pancreas	intestine	skull	cartilage	brain	spleen	iodine_blood	iron	pmma	aluminum	titanium	air	graphite	lead	breast_mammary	skin	iodine	eye_lens	ovary	red_marrow	yellow_marrow	testis	thyroid	bladder
160.5		0.14732602	0.15328461	0.043786032	0.20530807	0.27571374	0.13577943	0.15480207	0.15353791	0.15341831	0.15474577	0.15120508	0.15227263	0.15085516	0.23213469	0.15993916	0.15248605	0.15490256	0.16324143	1.4257935	0.16962448	0.36063861	0.7029147	0.00015994122	0.24007785	19.328976	0.14949091	0.15926407	2.9348979	0.15522501	0.15371134	0.15042713	0.1440022	0.15236906	0.15399334	0.15227006
161.0		0.14717898	0.15313137	0.043742505	0.20505944	0.27533581	0.13564836	0.15464685	0.15338457	0.15326495	0.15459098	0.15105382	0.15212104	0.15070484	0.23183653	0.15977691	0.15233356	0.15474756	0.16304559	1.4208126	0.16945957	0.36016117	0.70104435	0.0001597805	0.2398469	19.181383	0.14934382	0.15910574	2.9137728	0.15507097	0.15355762	0.15027884	0.14386304	0.15221681	0.15383598	0.15211752
161.5		0.14703244	0.15297865	0.043699125	0.2048121	0.27496018	0.13551772	0.15449218	0.15323175	0.15311211	0.15443672	0.15090308	0.15196998	0.15055503	0.23154004	0.15961525	0.1521816	0.15459309	0.16285072	1.4158839	0.1692952	0.35968653	0.69919222	0.00015962034	0.23961668	19.035398	0.14919723	0.15894795	2.8928919	0.15491745	0.15340443	0.15013104	0.14372432	0.15206508	0.15367921	0.15196552
162.0		0.14688631	0.15282638	0.043655869	0.20456592	0.27458668	0.13538742	0.15433796	0.15307937	0.15295973	0.15428291	0.15075277	0.15181935	0.15040565	0.23124509	0.15945407	0.15203008	0.15443908	0.16265674	1.4110048	0.16913129	0.35921438	0.6973567	0.00015946067	0.23938711	18.890963	0.14905104	0.15879062	2.8722446	0.15476437	0.15325168	0.14998367	0.14358599	0.15191379	0.15352292	0.15181395
162.5		0.14674076	0.15267471	0.04361278	0.2043211	0.27421557	0.13525758	0.15418435	0.15292759	0.15280794	0.15412971	0.15060306	0.1516693	0.15025685	0.23095189	0.15929355	0.15187916	0.15428566	0.16246381	1.4061782	0.16896796	0.35874521	0.69553941	0.00015930163	0.23915832	18.748144	0.1489054	0.15863389	2.851841	0.15461188	0.15309953	0.14983685	0.14344813	0.15176309	0.15336727	0.15166299
163.0		0.14659566	0.15252351	0.043569824	0.20407747	0.27384661	0.13512814	0.15403122	0.15277629	0.15265662	0.15397699	0.15045381	0.15151972	0.15010851	0.23066025	0.15913356	0.15172871	0.15413274	0.16227177	1.4014	0.16880514	0.35827844	0.69373858	0.00015914305	0.23893027	18.60684	0.14876021	0.15847765	2.8316653	0.15445985	0.15294786	0.14969049	0.14331071	0.15161286	0.15321214	0.1515125
163.5		0.14645109	0.15237287	0.043527023	0.20383513	0.27347994	0.13499909	0.15387866	0.15262554	0.15250586	0.15382482	0.15030512	0.15137067	0.14996071	0.23037029	0.15897417	0.15157881	0.15398037	0.16208074	1.3966729	0.16864282	0.3578146	0.69195558	0.00015898509	0.23870284	18.467116	0.14861552	0.15832197	2.8117274	0.15430837	0.15279674	0.14954463	0.1431737	0.15146319	0.15305761	0.15136256
164.0		0.14630697	0.15222269	0.043484354	0.20359395	0.27311535	0.13487045	0.15372658	0.15247526	0.15235557	0.15367314	0.15015688	0.15122209	0.14981337	0.23008184	0.1588153	0.15142938	0.15382848	0.16189058	1.3919934	0.16848102	0.35735317	0.69018837	0.00015882761	0.23847614	18.328864	0.14847127	0.15816677	2.7920112	0.15415736	0.1526461	0.14939922	0.14303711	0.15131398	0.1529036	0.1512131
164.5		0.14616332	0.15207302	0.043441822	0.20335396	0.2727529	0.13474217	0.153575	0.15232547	0.15220578	0.15352195	0.15000914	0.151074	0.14966651	0.22979494	0.15865698	0.15128045	0.15367709	0.16170135	1.3873615	0.16831969	0.35689431	0.68843817	0.0001586707	0.23825009	18.192116	0.14832747	0.15801207	2.77252	0.15400684	0.15249595	0.14925427	0.14290093	0.15116526	0.15275012	0.15106413
165.0		0.1460202	0.1519239	0.043399448	0.20311523	0.27239268	0.13461433	0.153424	0.15217624	0.15205655	0.15337133	0.14986194	0.15092645	0.1495202	0.22950969	0.15849927	0.15113207	0.15352627	0.16151308	1.3827778	0.16815893	0.35643818	0.6867041	0.00015851432	0.23802481	18.056852	0.14818419	0.15785795	2.7532514	0.15385686	0.15234637	0.14910985	0.14276521	0.1510171	0.15259724	0.15091572
165.5		0.14587749	0.15177521	0.043357194	0.2028776	0.27203443	0.13448685	0.15327344	0.15202744	0.15190774	0.15322115	0.14971518	0.15077933	0.1493743	0.22922586	0.15834203	0.15098412	0.15337589	0.16132565	1.3782392	0.16799861	0.35598438	0.68498556	0.00015835843	0.23780014	17.923011	0.14804131	0.15770427	2.7341962	0.15370731	0.15219722	0.14896583	0.14262986	0.15086936	0.15244483	0.15076774
166.0		0.14573533	0.15162709	0.043315099	0.20264122	0.27167836	0.1343598	0.15312345	0.15187921	0.15175951	0.15307155	0.14956897	0.15063276	0.14922896	0.22894364	0.15818542	0.15083674	0.15322609	0.16113919	1.3737474	0.16783887	0.35553323	0.68328322	0.00015820311	0.23757627	17.790618	0.14789896	0.15755117	2.715358	0.15355833	0.15204864	0.14882235	0.14249498	0.15072219	0.15229304	0.15062033
166.5		0.1455936	0.15147943	0.04327313	0.20240594	0.27132428	0.13423311	0.15297393	0.15173143	0.15161173	0.15292239	0.14942321	0.15048663	0.14908405	0.22866286	0.1580293	0.15068981	0.15307674	0.16095357	1.3692996	0.16767957	0.3550844	0.68159614	0.00015804828	0.23735299	17.659618	0.14775702	0.15739852	2.6967277	0.15340979	0.15190051	0.14867928	0.14236048	0.15057547	0.15214173	0.15047337
167.0		0.14545235	0.15133227	0.043231304	0.20217184	0.27097227	0.13410683	0.15282492	0.15158416	0.15146446	0.15277376	0.14927795	0.150341	0.14893965	0.22838361	0.15787373	0.15054338	0.1529279	0.16076885	1.3648974	0.1675208	0.35463807	0.67992445	0.00015789398	0.23713044	17.530034	0.14761556	0.1572464	2.6783082	0.15326175	0.15175289	0.14853671	0.14222642	0.15042925	0.15199097	0.15032692
167.5		0.14531155	0.15118558	0.043189609	0.20193883	0.27062219	0.13398089	0.15267639	0.15143736	0.15131765	0.1526256	0.14913316	0.15019583	0.14879569	0.22810576	0.15771869	0.15039742	0.15277954	0.16058497	1.360538	0.16736247	0.35419418	0.67826801	0.0001577402	0.23690849	17.401807	0.14747452	0.15709475	2.6600922	0.15311417	0.15160574	0.14839455	0.14209272	0.15028349	0.15184072	0.15018094
168.0		0.14517127	0.15103943	0.043148064	0.20170702	0.27027423	0.13385538	0.15252841	0.15129109	0.15117138	0.15247798	0.1489889	0.15005119	0.14865226	0.22782947	0.15756422	0.150252	0.15263173	0.16040203	1.3562232	0.16720469	0.35375267	0.67662655	0.00015758695	0.23668727	17.274968	0.14733398	0.15694365	2.6420817	0.15296712	0.15145913	0.1482529	0.14195948	0.15013827	0.15169104	0.15003549
168.5		0.14503138	0.1508937	0.043106639	0.20147627	0.26992814	0.13373025	0.15238087	0.15114525	0.15102555	0.15233079	0.14884505	0.14990697	0.14850925	0.22755456	0.15741023	0.150107	0.15248434	0.16021987	1.3519504	0.16704738	0.35331356	0.67499968	0.00015743417	0.23646676	17.149453	0.14719385	0.15679299	2.624269	0.1528205	0.15131295	0.14811168	0.14182664	0.14999347	0.15154183	0.14989047
169.0		0.14489194	0.15074844	0.043065344	0.20124658	0.26958396	0.13360545	0.1522338	0.15099987	0.15088017	0.15218407	0.14870167	0.1497632	0.14836668	0.22728103	0.15725675	0.14996246	0.15233743	0.16003855	1.3477194	0.16689051	0.3528767	0.67338719	0.00015728192	0.23624679	17.02525	0.14705414	0.1566428	2.6066517	0.15267434	0.15116724	0.14797088	0.14169416	0.14984914	0.15139312	0.14974592
169.5		0.14475297	0.15060368	0.043024186	0.201018	0.2692417	0.13348106	0.15208723	0.15085499	0.15073529	0.15203786	0.14855877	0.14961991	0.1482246	0.22700892	0.1571038	0.14981842	0.15219102	0.15985808	1.3435294	0.16673416	0.35244209	0.67178873	0.00015713016	0.23602757	16.902346	0.14691489	0.15649312	2.5892269	0.15252867	0.15102201	0.14783055	0.14156211	0.14970529	0.15124494	0.14960186
170.0		0.14461449	0.15045941	0.042983171	0.20079054	0.26890141	0.13335704	0.15194118	0.1507106	0.15059091	0.15189215	0.14841637	0.14947712	0.14808301	0.22673826	0.15695141	0.14967488	0.15204512	0.15967848	1.3393813	0.16657828	0.35200996	0.67020506	0.00015697892	0.23580896	16.780763	0.1467761	0.15634395	2.5719985	0.15238348	0.1508773	0.14769067	0.14143045	0.14956194	0.1510973	0.1494583
170.5		0.1444764	0.15031557	0.042942274	0.20056408	0.26856289	0.13323339	0.15179555	0.15056664	0.15044696	0.15174687	0.14827439	0.14933474	0.14794183	0.22646889	0.15679947	0.14953176	0.15189965	0.15949964	1.3352723	0.16642287	0.35158001	0.66863462	0.00015682811	0.23559102	16.660409	0.14663771	0.15619521	2.5549521	0.15223873	0.15073301	0.14755121	0.14129919	0.14941901	0.15095012	0.14931517
171.0		0.14433881	0.15017225	0.042901522	0.20033875	0.26822632	0.13311013	0.15165046	0.1504232	0.15030353	0.15160211	0.14813292	0.14919287	0.14780115	0.22620097	0.15664811	0.14938915	0.1517547	0.15932168	1.3312041	0.16626797	0.35115226	0.66707856	0.00015667789	0.23537376	16.541347	0.1464998	0.156047	2.5380969	0.15209448	0.15058924	0.14741223	0.14116834	0.1492766	0.15080349	0.14917255
171.5		0.14420162	0.15002934	0.042860884	0.20011438	0.26789148	0.13298717	0.15150578	0.15028017	0.1501605	0.15145777	0.14799185	0.1490514	0.14766087	0.2259343	0.15649718	0.14924695	0.15161017	0.15914446	1.3271738	0.16611346	0.35072664	0.66553526	0.00015652805	0.23515702	16.423486	0.14636225	0.15589921	2.5214192	0.15195063	0.15044588	0.14727362	0.14103782	0.14913459	0.1506573	0.14903034
172.0		0.14406484	0.14988687	0.04282037	0.19989104	0.26755845	0.13286461	0.15136155	0.15013758	0.15001791	0.15131387	0.14785122	0.14891037	0.14752103	0.22566897	0.15634675	0.14910519	0.15146608	0.15896802	1.3231824	0.16595944	0.35030327	0.66400552	0.00015637871	0.23494101	16.306851	0.14622514	0.15575187	2.5049233	0.15180723	0.15030296	0.14713546	0.14090772	0.14899302	0.1505116	0.14888858
172.5		0.14392857	0.14974493	0.042780008	0.19966882	0.26722732	0.13274245	0.15121787	0.14999552	0.14987586	0.15117052	0.14771112	0.14876985	0.1473817	0.22540505	0.15619689	0.14896397	0.15132254	0.15879247	1.3192302	0.16580593	0.34988215	0.66248962	0.00015622994	0.23472565	16.191464	0.14608851	0.15560508	2.4886114	0.15166435	0.15016059	0.14699778	0.14077804	0.14885198	0.15036646	0.14874735
173.0		0.1437927	0.14960341	0.04273976	0.19944756	0.26689792	0.13262062	0.15107461	0.14985387	0.14973423	0.15102758	0.14757142	0.14862975	0.14724277	0.22514239	0.15604749	0.14882315	0.15117941	0.15861764	1.3153148	0.16565285	0.34946311	0.66098621	0.00015608161	0.23451088	16.077237	0.14595227	0.1554587	2.4724706	0.15152188	0.15001862	0.14686049	0.14064871	0.14871135	0.15022176	0.14860653
173.5		0.14365725	0.14946233	0.042699637	0.19922731	0.26657026	0.13249916	0.1509318	0.14971267	0.14959304	0.1508851	0.14743217	0.14849008	0.14710429	0.22488102	0.15589858	0.14868279	0.15103674	0.15844359	1.3114365	0.16550025	0.34904624	0.6594957	0.00015593374	0.23429682	15.964192	0.14581645	0.15531279	2.4565045	0.15137986	0.1498771	0.14672364	0.14051979	0.14857116	0.15007755	0.14846616
174.0		0.14352222	0.14932169	0.042659635	0.19900801	0.26624427	0.13237802	0.15078943	0.1495719	0.14945228	0.15074304	0.14729334	0.14835083	0.14696621	0.22462088	0.15575013	0.14854284	0.1508945	0.15827028	1.3075936	0.16534805	0.34863138	0.65801746	0.00015578631	0.23408325	15.852285	0.14568102	0.15516731	2.4407054	0.15123826	0.14973602	0.14658717	0.1403912	0.1484314	0.14993379	0.14832621
174.5		0.14338763	0.1491815	0.042619763	0.19878971	0.26592002	0.13225726	0.15064753	0.14943159	0.14931199	0.15060146	0.14715497	0.14821204	0.14682859	0.22436202	0.15560218	0.14840337	0.15075274	0.15809776	1.3037877	0.16519635	0.34821857	0.65655192	0.00015563936	0.23387039	15.741533	0.14554603	0.15502231	2.4250765	0.15109712	0.1495954	0.14645115	0.14026302	0.1482921	0.14979054	0.14818673
175.0		0.14325347	0.14904178	0.04258002	0.19857243	0.26559752	0.13213687	0.1505061	0.14929174	0.14917215	0.15046034	0.14701705	0.1480737	0.14669142	0.22410446	0.15545474	0.14826434	0.15061143	0.15792601	1.3000174	0.1650451	0.34780796	0.655099	0.00015549291	0.23365814	15.631929	0.14541146	0.15487778	2.4096163	0.15095643	0.14945524	0.14631556	0.14013522	0.14815325	0.14964777	0.14804771
175.5		0.14311971	0.14890246	0.042540391	0.19835606	0.26527663	0.1320168	0.15036509	0.1491523	0.14903272	0.15031964	0.14687953	0.14793575	0.14655464	0.22384809	0.15530774	0.14812572	0.15047054	0.15775497	1.2962817	0.16489427	0.34739924	0.65365776	0.00015534694	0.23344647	15.523419	0.14527727	0.15473366	2.3943168	0.15081614	0.14931548	0.14618035	0.14000777	0.14801481	0.14950544	0.14790909
176.0		0.14298637	0.1487636	0.042500889	0.19814067	0.26495744	0.1318971	0.15022453	0.14901331	0.14889374	0.15017939	0.14674246	0.14779826	0.14641831	0.22359296	0.15516123	0.14798756	0.15033011	0.15758469	1.2925809	0.1647439	0.34699269	0.65222901	0.00015520138	0.23323545	15.416029	0.1451435	0.15459	2.3791815	0.15067631	0.14917618	0.14604557	0.13988071	0.14787682	0.14936359	0.14777093
176.5		0.14285345	0.14862517	0.042461509	0.19792623	0.26463989	0.13177774	0.15008442	0.14887475	0.1487552	0.15003958	0.14660582	0.14766118	0.1462824	0.22333906	0.1550152	0.14784982	0.15019012	0.15741514	1.2889139	0.16459398	0.34658795	0.65081166	0.0001550563	0.23302502	15.30971	0.14501014	0.15444679	2.364204	0.1505369	0.14903732	0.14591121	0.13975402	0.14773925	0.14922221	0.1476332
177.0		0.14272095	0.14848716	0.04242225	0.19771273	0.26432396	0.13165871	0.14994474	0.14873662	0.14861709	0.1499002	0.1464696	0.14752453	0.1461469	0.22308635	0.15486963	0.14771252	0.15005056	0.15724632	1.285281	0.16444448	0.34618521	0.64940633	0.00015491169	0.23281517	15.204488	0.14487717	0.15430402	2.3493861	0.15039792	0.14889889	0.14577723	0.13962768	0.14760212	0.14908129	0.1474959
177.5		0.14258884	0.14834959	0.042383109	0.19750016	0.26400964	0.13154006	0.1498055	0.14859892	0.1484794	0.14976126	0.1463338	0.1473883	0.14601182	0.22283483	0.15472452	0.14757563	0.14991143	0.15707821	1.281681	0.16429545	0.3457846	0.64801241	0.0001547675	0.23260599	15.100313	0.14474461	0.15416168	2.3347218	0.15025937	0.14876088	0.14564368	0.13950174	0.1474654	0.14894082	0.14735902
178.0		0.14245718	0.14821247	0.042344099	0.19728854	0.26369696	0.13142174	0.14966673	0.14846167	0.14834218	0.14962278	0.14619846	0.14725252	0.14587719	0.22258454	0.15457992	0.14743921	0.14977277	0.15691086	1.2781146	0.16414686	0.34538584	0.6466301	0.00015462379	0.23239738	14.997208	0.14461247	0.15401982	2.3202144	0.15012126	0.14862334	0.14551055	0.13937616	0.14732915	0.14880084	0.14722261
178.5		0.14232591	0.14807576	0.042305202	0.19707779	0.26338579	0.13130374	0.14952837	0.14832483	0.14820535	0.1494847	0.14606352	0.14711713	0.14574296	0.22233535	0.15443575	0.14730318	0.14963452	0.15674418	1.2745787	0.16399867	0.34498889	0.64525859	0.00015448055	0.23218932	14.895093	0.1444807	0.15387836	2.3058518	0.14998356	0.1484862	0.14537779	0.13925091	0.14719329	0.14866129	0.14708659
179.0		0.14219503	0.14793947	0.042266422	0.19686797	0.26307621	0.13118611	0.14939043	0.14818841	0.14806895	0.14934705	0.14592898	0.14698215	0.14560913	0.22208736	0.15429204	0.14716758	0.14949669	0.15657821	1.2710759	0.16385094	0.3445939	0.64389849	0.00015433773	0.23198193	14.79403	0.14434933	0.15373734	2.291642	0.14984628	0.14834949	0.14524545	0.13912605	0.14705785	0.14852219	0.146951
179.5		0.14206455	0.14780359	0.042227759	0.19665904	0.26276817	0.1310688	0.14925291	0.1480524	0.14793296	0.14920982	0.14579486	0.14684758	0.1454757	0.22184049	0.15414878	0.14703238	0.14935928	0.15641293	1.2676045	0.16370363	0.34420091	0.64254932	0.00015419534	0.23177509	14.693965	0.14421835	0.15359673	2.2775783	0.1497094	0.14821318	0.14511349	0.13900153	0.14692282	0.14838353	0.14681582
180.0		0.14193449	0.14766815	0.042189219	0.19645104	0.26246171	0.13095184	0.14911585	0.14791683	0.14779741	0.14907304	0.14566117	0.14671345	0.1453427	0.22159481	0.15400599	0.14689763	0.14922232	0.15624837	1.2641647	0.16355677	0.3438097	0.64121109	0.00015405343	0.23156886	14.59493	0.14408778	0.15345658	2.2636638	0.14957296	0.14807732	0.14498194	0.1388774	0.14678822	0.14824534	0.14668107
180.5		0.14180479	0.14753309	0.042150785	0.19624384	0.26215667	0.13083518	0.14897916	0.14778163	0.14766223	0.14893663	0.14552785	0.14657968	0.14521007	0.22135017	0.15386361	0.14676324	0.14908574	0.15608445	1.2607545	0.16341028	0.34342021	0.63988325	0.00015391191	0.23136316	14.496838	0.14395755	0.15331681	2.2498879	0.14943689	0.14794184	0.14485075	0.13875357	0.146654	0.14810755	0.14654671
181.0		0.1416755	0.14739845	0.042112472	0.19603755	0.26185315	0.13071887	0.14884292	0.14764687	0.14752749	0.14880066	0.14539497	0.14644633	0.14507786	0.22110667	0.1537217	0.14662929	0.14894959	0.15592122	1.2573743	0.16326424	0.34303265	0.63856615	0.00015377082	0.23115808	14.39972	0.14382773	0.15317749	2.2362529	0.14930125	0.14780679	0.14471997	0.13863012	0.14652021	0.14797022	0.14641277
181.5		0.14154664	0.14726427	0.042074286	0.19583218	0.2615512	0.13060292	0.14870713	0.14751255	0.1473932	0.14866515	0.14526252	0.14631343	0.14494609	0.22086434	0.15358028	0.14649578	0.1488139	0.15575872	1.2540253	0.16311866	0.34264701	0.63725971	0.00015363023	0.23095362	14.303591	0.14369833	0.15303862	2.2227619	0.14916606	0.14767219	0.14458961	0.13850706	0.14638686	0.14783337	0.14627928
182.0		0.14141813	0.14713045	0.042036201	0.19562759	0.26125062	0.13048725	0.14857171	0.1473786	0.14725927	0.14852999	0.14513043	0.14618088	0.14481467	0.22062302	0.15343925	0.14636264	0.14867858	0.15559682	1.2507046	0.16297345	0.34226294	0.63596299	0.00015349	0.23074965	14.208378	0.14356926	0.15290012	2.2094043	0.14903122	0.14753794	0.14445959	0.13838429	0.14625387	0.1476969	0.14614615
182.5		0.14128999	0.14699702	0.041998227	0.19542386	0.26095149	0.13037191	0.14843669	0.14724504	0.14712573	0.14839524	0.14499873	0.14604872	0.14468364	0.22038279	0.15329865	0.14622988	0.14854365	0.15543558	1.2474132	0.16282865	0.34188076	0.63467667	0.0001533502	0.23054627	14.114106	0.14344057	0.15276203	2.1961831	0.14889678	0.1474041	0.14432995	0.13826188	0.14612128	0.14756085	0.14601342
183.0		0.14116221	0.14686396	0.041960357	0.19522093	0.26065376	0.13025688	0.14830205	0.14711185	0.14699257	0.14826087	0.14486739	0.14591692	0.14455297	0.22014358	0.15315845	0.1460975	0.1484091	0.15527496	1.2441502	0.16268423	0.34150023	0.63340027	0.0001532108	0.23034341	14.020761	0.14331222	0.15262432	2.1830963	0.14876271	0.14727063	0.14420066	0.13813978	0.14598905	0.1474252	0.14588106
183.5		0.14103488	0.14673138	0.041922621	0.19501892	0.26035755	0.13014221	0.14816789	0.14697913	0.14685987	0.14812697	0.14473653	0.14578559	0.14442276	0.21990553	0.15301876	0.14596559	0.14827503	0.15511507	1.2409163	0.16254029	0.34112154	0.63213399	0.00015307191	0.23014121	13.928337	0.14318432	0.15248709	2.1701431	0.1486291	0.14713764	0.14407181	0.13801809	0.14585729	0.14729005	0.14574917
184.0		0.14090793	0.14659919	0.041884994	0.19481772	0.26006274	0.13002786	0.14803412	0.1468468	0.14672757	0.14799346	0.14460604	0.14565464	0.14429292	0.21966851	0.15287949	0.14583406	0.14814136	0.15495581	1.2377104	0.16239674	0.34074457	0.63087764	0.00015293341	0.22993952	13.836822	0.14305677	0.15235026	2.1573209	0.14849588	0.14700503	0.14394333	0.13789671	0.14572591	0.14715531	0.14561767
184.5		0.14078133	0.14646738	0.041847474	0.19461736	0.25976936	0.12991384	0.14790075	0.14671486	0.14659565	0.14786035	0.14447594	0.14552407	0.14416347	0.21943256	0.15274064	0.14570292	0.14800807	0.15479718	1.2345321	0.16225362	0.34036929	0.62963094	0.0001527953	0.22973847	13.746204	0.1429296	0.15221383	2.1446292	0.14836305	0.14687281	0.14381523	0.13777571	0.14559492	0.14702098	0.14548655
185.0		0.14065509	0.14633593	0.041810056	0.19441774	0.25947725	0.1298001	0.14776774	0.14658327	0.14646409	0.14772759	0.14434619	0.14539385	0.14403436	0.21919756	0.15260218	0.14557213	0.14787515	0.15463915	1.2313803	0.16211085	0.3399957	0.62839342	0.00015265762	0.22953787	13.656445	0.14280275	0.15207775	2.1320614	0.14823057	0.14674095	0.14368746	0.13765499	0.14546428	0.14688703	0.14535579
185.5		0.14052926	0.14620491	0.041772762	0.194219	0.25918663	0.12968671	0.14763518	0.14645213	0.14633297	0.14759528	0.14421687	0.14526406	0.14390568	0.21896366	0.15246419	0.14544178	0.14774267	0.1544818	1.2282562	0.16196853	0.33962392	0.62716569	0.00015252039	0.22933788	13.567565	0.14267631	0.15194213	2.1196211	0.14809853	0.14660953	0.1435601	0.13753464	0.14533408	0.14675355	0.14522546
186.0		0.14040375	0.14607423	0.04173556	0.19402097	0.25889723	0.12957359	0.14750295	0.14632131	0.14620218	0.14746331	0.14408788	0.14513459	0.14377732	0.21873068	0.15232656	0.14531176	0.14761052	0.154325	1.2251577	0.16182655	0.3392535	0.62594687	0.00015238348	0.22913839	13.479525	0.14255019	0.15180685	2.1073016	0.14796681	0.14647844	0.14343306	0.13741459	0.14520421	0.14662041	0.14509547
186.5		0.14027864	0.14594397	0.041698478	0.19382379	0.25860923	0.1294608	0.14737115	0.14619091	0.14607181	0.14733176	0.14395931	0.14500554	0.14364938	0.21849875	0.15218938	0.14518216	0.14747881	0.15416887	1.2220857	0.161685	0.33888485	0.6247375	0.00015224704	0.22893946	13.392348	0.14242446	0.151672	2.0951068	0.14783551	0.14634778	0.14330641	0.13729489	0.14507476	0.14648773	0.1449659
187.0		0.14015394	0.14581414	0.041661516	0.19362746	0.25832268	0.12934838	0.14723979	0.14606094	0.14594188	0.14720064	0.14383116	0.14487692	0.14352186	0.21826791	0.15205267	0.14505299	0.14734752	0.15401339	1.2190405	0.16154392	0.33851796	0.62353731	0.00015211102	0.22874121	13.306023	0.14229914	0.15153759	2.0830349	0.14770465	0.14621755	0.14318018	0.13717558	0.14494573	0.1463555	0.14483676
187.5		0.14002955	0.14568463	0.041624644	0.19343182	0.25803731	0.12923622	0.14710876	0.1459313	0.14581226	0.14706985	0.14370332	0.1447486	0.14339464	0.21803794	0.15191631	0.14492413	0.14721656	0.15385846	1.21602	0.16140315	0.3381526	0.62234603	0.00015197539	0.22854337	13.22051	0.14217411	0.15140351	2.0710798	0.1475741	0.14608763	0.14305425	0.13705654	0.14481702	0.14622361	0.14470793
188.0		0.13990554	0.1455555	0.041587881	0.19323694	0.25775322	0.12912435	0.14697811	0.14580203	0.14568302	0.14693944	0.14357587	0.14462067	0.14326781	0.21780893	0.15178036	0.14479566	0.14708599	0.15370413	1.2130243	0.16126276	0.33778876	0.62116318	0.00015184008	0.22834605	13.135803	0.14204944	0.15126983	2.0592412	0.14744392	0.14595811	0.14292868	0.13693781	0.14468869	0.14609212	0.14457949
188.5		0.13978187	0.14542675	0.041551221	0.19304285	0.25747049	0.12901279	0.14684785	0.14567314	0.14555416	0.14680941	0.14344878	0.1444931	0.14314133	0.21758094	0.15164481	0.14466756	0.1469558	0.15355039	1.2100543	0.16112278	0.33742657	0.61998966	0.00015170525	0.22814929	13.051921	0.14192512	0.15113652	2.0475211	0.14731412	0.14582895	0.14280346	0.13681942	0.14456073	0.14596103	0.14445142
189.0		0.13965858	0.14529839	0.041514675	0.19284953	0.25718902	0.12890155	0.14671799	0.14554465	0.1454257	0.14667979	0.1433221	0.14436592	0.14301525	0.21735389	0.1515097	0.14453985	0.14682601	0.15339727	1.2071087	0.16098319	0.33706591	0.6188245	0.00015157081	0.22795308	12.968827	0.14180117	0.15100362	2.0359141	0.14718472	0.1457002	0.14267862	0.13670137	0.14443317	0.14583036	0.14432375
189.5		0.13953567	0.14517042	0.041478239	0.192657	0.25690889	0.12879064	0.14658852	0.14541654	0.14529763	0.14655056	0.14319579	0.14423913	0.14288954	0.21712786	0.151375	0.14441254	0.14669662	0.15324477	1.2041876	0.16084402	0.33670687	0.61766819	0.00015143678	0.22775743	12.886542	0.1416776	0.15087112	2.0244233	0.14705571	0.14557184	0.14255416	0.13658366	0.14430599	0.14570011	0.14419647
190.0		0.13941308	0.14504279	0.041441896	0.19246516	0.25662994	0.12867999	0.1464594	0.14528877	0.14516989	0.14642167	0.14306981	0.14411266	0.14276416	0.2169027	0.15124066	0.14428555	0.14656756	0.1530928	1.2012906	0.16070519	0.33634931	0.61652018	0.00015130313	0.22756225	12.805028	0.14155433	0.15073896	2.0130436	0.14692702	0.14544381	0.14243	0.13646624	0.14417914	0.1455702	0.14406952
190.5		0.13929083	0.14491552	0.041405656	0.19227407	0.25635223	0.12856967	0.14633064	0.14516137	0.14504251	0.14629314	0.14294419	0.14398655	0.14263914	0.21667847	0.15110672	0.14415893	0.14643887	0.1529414	1.1984172	0.16056675	0.33599335	0.61538054	0.00015116982	0.22736765	12.724278	0.14143141	0.15060718	2.001773	0.1467987	0.14531614	0.14230621	0.13634915	0.14405266	0.14544068	0.14394294
191.0		0.139169	0.14478868	0.041369535	0.19208377	0.25607584	0.12845964	0.14620232	0.14503438	0.14491556	0.14616504	0.14281899	0.14386086	0.14251453	0.21645524	0.15097323	0.14403273	0.14631061	0.15279064	1.1955674	0.16042872	0.33563894	0.6142492	0.00015103699	0.22717355	12.64431	0.14130888	0.15047583	1.9906147	0.1466708	0.14518891	0.14218279	0.13623239	0.1439266	0.14531161	0.14381677
191.5		0.13904749	0.14466217	0.041333511	0.19189416	0.25580061	0.12834993	0.14607434	0.14490774	0.14478895	0.14603729	0.14269413	0.1437355	0.14239025	0.21623288	0.15084011	0.14390687	0.1461827	0.15264042	1.19274	0.16029107	0.33528593	0.61312603	0.00015090447	0.22698002	12.565061	0.14118668	0.15034483	1.9795599	0.14654324	0.14506201	0.14205972	0.13611595	0.14380087	0.1451829	0.14369095
192.0		0.1389263	0.14453601	0.041297582	0.19170526	0.25552658	0.12824048	0.14594671	0.14478144	0.14466268	0.14590988	0.1425696	0.14361048	0.14226631	0.21601142	0.15070736	0.14378134	0.14605513	0.15249075	1.1899364	0.16015376	0.33493444	0.61201089	0.00015077239	0.22678695	12.486581	0.1410648	0.15021418	1.9686145	0.14641602	0.14493546	0.14193697	0.13599981	0.14367548	0.14505454	0.14356547
