E	water	muscle	lung	dry_spine	dry_rib	adipose	blood	heart	kidney	liver	lymph	pancreas	intestine	skull	cartilage	brain	spleen	iodine_blood	iron	pmma	aluminum	titanium	air	graphite	lead	breast_mammary	skin	iodine	eye_lens	ovary	red_marrow	yellow_marrow	testis	thyroid	bladder
798.5		0.078732521	0.081902501	0.023411876	0.1067872	0.14043544	0.072884978	0.082682186	0.082048365	0.081974849	0.082676832	0.080782247	0.081407244	0.080637439	0.11959022	0.08529318	0.081474008	0.082756635	0.085006111	0.52705877	0.09095979	0.18446207	0.29798554	8.5375406e-05	0.12889091	1.0078779	0.080043402	0.085160222	0.33333554	0.083016604	0.082125693	0.080528464	0.077287095	0.081417671	0.082049656	0.081338715
799.0		0.078710055	0.081879116	0.023405194	0.10675657	0.14039504	0.072864148	0.08265858	0.08202494	0.081951444	0.082653226	0.080759192	0.081384001	0.08061442	0.11955587	0.085268823	0.081450746	0.082733008	0.084981765	0.52689989	0.090933796	0.18440874	0.29789738	8.5350965e-05	0.12885402	1.0072101	0.080020542	0.085135907	0.3331972	0.082992898	0.082102249	0.080505456	0.077265007	0.081394429	0.082026223	0.081315494
799.5		0.07868758	0.081855723	0.023398508	0.10672593	0.14035462	0.072843314	0.082634965	0.082001506	0.081928031	0.082629612	0.080736126	0.08136075	0.080591392	0.11952151	0.085244458	0.081427475	0.082709372	0.084957411	0.52674101	0.090907796	0.18435537	0.29780922	8.5326541e-05	0.12881714	1.0065431	0.079997674	0.085111582	0.33305893	0.082969184	0.082078796	0.080482443	0.077242914	0.081371179	0.082002783	0.081292265
800.0		0.07866511	0.081832337	0.023391825	0.1066953	0.14031422	0.072822494	0.082611357	0.081978079	0.081904626	0.082606005	0.080713067	0.081337506	0.080568371	0.11948716	0.085220099	0.081404212	0.082685744	0.084933064	0.52658225	0.090881811	0.18430199	0.29772103	8.5302125e-05	0.12878028	1.0058767	0.079974817	0.085087266	0.33292081	0.08294548	0.08205535	0.080459441	0.077220835	0.081347935	0.081979349	0.081269042
800.5		0.078663943	0.081831121	0.023391478	0.10669365	0.14031198	0.072821413	0.08261013	0.081976861	0.081903409	0.082604778	0.080711869	0.081336299	0.080567175	0.11948528	0.085218831	0.081403002	0.082684516	0.084931723	0.5265682	0.090880462	0.1842991	0.29771468	8.5300857e-05	0.12877837	1.0054344	0.07997363	0.085086003	0.33287174	0.082944248	0.082054131	0.080458245	0.077219689	0.081346727	0.081978123	0.081267835
801.0		0.078663943	0.081831119	0.023391478	0.10669358	0.14031182	0.072821413	0.082610127	0.08197686	0.081903407	0.082604776	0.080711868	0.081336297	0.080567175	0.11948518	0.085218826	0.081403	0.082684514	0.084931643	0.52656205	0.090880462	0.18429894	0.29771279	8.5300855e-05	0.12877837	1.0050051	0.079973629	0.085086001	0.33282764	0.082944248	0.08205413	0.080458243	0.077219688	0.081346725	0.081978112	0.081267833
801.5		0.078663943	0.081831117	0.023391478	0.10669351	0.14031166	0.072821413	0.082610125	0.081976858	0.081903405	0.082604774	0.080711867	0.081336296	0.080567174	0.11948508	0.085218821	0.081402998	0.082684512	0.084931563	0.52655596	0.090880462	0.18429878	0.29771094	8.5300852e-05	0.12877837	1.0045771	0.079973629	0.085086	0.33278368	0.082944247	0.082054128	0.080458241	0.077219688	0.081346724	0.081978102	0.081267831
802.0		0.078663943	0.081831115	0.023391478	0.10669344	0.14031151	0.072821412	0.082610123	0.081976856	0.081903404	0.082604772	0.080711866	0.081336295	0.080567173	0.11948497	0.085218817	0.081402996	0.08268451	0.084931483	0.52654987	0.090880462	0.18429862	0.29770908	8.530085e-05	0.12877837	1.0041496	0.079973628	0.085085999	0.33273983	0.082944246	0.082054127	0.080458239	0.077219688	0.081346723	0.081978092	0.081267829
802.5		0.078663943	0.081831113	0.023391478	0.10669337	0.14031135	0.072821412	0.082610121	0.081976855	0.081903402	0.08260477	0.080711865	0.081336294	0.080567172	0.11948487	0.085218812	0.081402994	0.082684509	0.084931403	0.52654383	0.090880462	0.18429846	0.29770722	8.5300847e-05	0.12877837	1.0037229	0.079973627	0.085085998	0.33269599	0.082944245	0.082054125	0.080458237	0.077219687	0.081346722	0.081978082	0.081267827
803.0		0.078663943	0.081831112	0.023391478	0.1066933	0.14031119	0.072821412	0.082610118	0.081976853	0.0819034	0.082604768	0.080711864	0.081336292	0.080567171	0.11948477	0.085218808	0.081402992	0.082684507	0.084931323	0.5265378	0.090880462	0.1842983	0.29770537	8.5300845e-05	0.12877837	1.0032974	0.079973627	0.085085996	0.33265229	0.082944245	0.082054124	0.080458235	0.077219687	0.08134672	0.081978071	0.081267825
803.5		0.078663943	0.08183111	0.023391478	0.10669323	0.14031104	0.072821412	0.082610116	0.081976851	0.081903398	0.082604766	0.080711864	0.081336291	0.08056717	0.11948467	0.085218804	0.08140299	0.082684505	0.084931244	0.52653171	0.090880462	0.18429816	0.29770351	8.5300842e-05	0.12877837	1.0028733	0.079973626	0.085085995	0.33260873	0.082944244	0.082054122	0.080458233	0.077219687	0.081346719	0.081978061	0.081267823
804.0		0.078663943	0.081831108	0.023391478	0.10669316	0.14031088	0.072821412	0.082610114	0.08197685	0.081903397	0.082604764	0.080711863	0.08133629	0.080567169	0.11948457	0.085218799	0.081402988	0.082684503	0.084931165	0.52652574	0.090880462	0.184298	0.29770165	8.530084e-05	0.12877837	1.0024492	0.079973626	0.085085994	0.33256518	0.082944243	0.082054121	0.080458231	0.077219686	0.081346718	0.081978051	0.081267822
804.5		0.078663943	0.081831106	0.023391478	0.1066931	0.14031073	0.072821411	0.082610111	0.081976848	0.081903395	0.082604762	0.080711862	0.081336288	0.080567168	0.11948447	0.085218795	0.081402986	0.082684501	0.084931086	0.52651971	0.090880462	0.18429784	0.29769983	8.5300837e-05	0.12877837	1.0020261	0.079973625	0.085085992	0.33252181	0.082944243	0.08205412	0.080458229	0.077219686	0.081346716	0.081978041	0.08126782
805.0		0.078663943	0.081831104	0.023391478	0.10669303	0.14031058	0.072821411	0.082610109	0.081976846	0.081903393	0.08260476	0.080711861	0.081336287	0.080567168	0.11948436	0.08521879	0.081402984	0.0826845	0.084931007	0.52651367	0.090880462	0.18429768	0.29769798	8.5300835e-05	0.12877837	1.0016046	0.079973625	0.085085991	0.33247851	0.082944242	0.082054118	0.080458227	0.077219686	0.081346715	0.081978031	0.081267818
805.5		0.078663943	0.081831102	0.023391478	0.10669296	0.14031042	0.072821411	0.082610107	0.081976845	0.081903391	0.082604758	0.08071186	0.081336286	0.080567167	0.11948426	0.085218786	0.081402982	0.082684498	0.084930928	0.5265077	0.090880462	0.18429754	0.29769615	8.5300832e-05	0.12877837	1.0011836	0.079973624	0.08508599	0.33243529	0.082944241	0.082054117	0.080458225	0.077219686	0.081346714	0.081978021	0.081267816
806.0		0.078663943	0.0818311	0.023391478	0.10669289	0.14031027	0.072821411	0.082610105	0.081976843	0.08190339	0.082604756	0.080711859	0.081336285	0.080567166	0.11948416	0.085218781	0.08140298	0.082684496	0.084930849	0.52650173	0.090880462	0.18429738	0.29769433	8.530083e-05	0.12877837	1.0007631	0.079973623	0.085085988	0.33239218	0.08294424	0.082054115	0.080458223	0.077219685	0.081346712	0.081978011	0.081267814
806.5		0.078663943	0.081831098	0.023391478	0.10669282	0.14031012	0.072821411	0.082610102	0.081976842	0.081903388	0.082604754	0.080711858	0.081336283	0.080567165	0.11948406	0.085218777	0.081402978	0.082684494	0.084930771	0.52649581	0.090880462	0.18429722	0.29769251	8.5300827e-05	0.12877837	1.000344	0.079973623	0.085085987	0.33234918	0.08294424	0.082054114	0.080458221	0.077219685	0.081346711	0.081978	0.081267813
807.0		0.078663943	0.081831097	0.023391478	0.10669276	0.14030997	0.072821411	0.0826101	0.08197684	0.081903386	0.082604752	0.080711857	0.081336282	0.080567164	0.11948396	0.085218773	0.081402976	0.082684493	0.084930693	0.52648984	0.090880462	0.18429708	0.29769069	8.5300825e-05	0.12877837	0.99992554	0.079973622	0.085085986	0.33230625	0.082944239	0.082054113	0.080458219	0.077219685	0.08134671	0.08197799	0.081267811
807.5		0.078663943	0.081831095	0.023391478	0.10669269	0.14030981	0.07282141	0.082610098	0.081976838	0.081903385	0.08260475	0.080711856	0.081336281	0.080567163	0.11948386	0.085218768	0.081402974	0.082684491	0.084930615	0.52648392	0.090880462	0.18429692	0.29768886	8.5300822e-05	0.12877837	0.99950841	0.079973622	0.085085984	0.33226347	0.082944238	0.082054111	0.080458217	0.077219684	0.081346709	0.08197798	0.081267809
808.0		0.078663943	0.081831093	0.023391478	0.10669262	0.14030966	0.07282141	0.082610096	0.081976837	0.081903383	0.082604749	0.080711856	0.08133628	0.080567163	0.11948376	0.085218764	0.081402972	0.082684489	0.084930537	0.52647801	0.090880462	0.18429675	0.29768704	8.530082e-05	0.12877837	0.99909112	0.079973621	0.085085983	0.33222065	0.082944237	0.08205411	0.080458215	0.077219684	0.081346707	0.08197797	0.081267807
808.5		0.078663943	0.081831091	0.023391478	0.10669255	0.14030951	0.07282141	0.082610094	0.081976835	0.081903381	0.082604747	0.080711855	0.081336279	0.080567162	0.11948366	0.085218759	0.08140297	0.082684488	0.084930459	0.5264721	0.090880462	0.18429661	0.29768525	8.5300818e-05	0.12877837	0.99867577	0.079973621	0.085085982	0.33217802	0.082944237	0.082054109	0.080458213	0.077219684	0.081346706	0.081977961	0.081267805
809.0		0.078663943	0.081831089	0.023391478	0.10669249	0.14030936	0.07282141	0.082610091	0.081976834	0.081903379	0.082604745	0.080711854	0.081336277	0.080567161	0.11948356	0.085218755	0.081402968	0.082684486	0.084930382	0.52646624	0.090880462	0.18429645	0.29768343	8.5300815e-05	0.12877837	0.99826092	0.07997362	0.085085981	0.33213553	0.082944236	0.082054107	0.080458211	0.077219683	0.081346705	0.081977951	0.081267804
809.5		0.078663943	0.081831087	0.023391478	0.10669242	0.14030921	0.07282141	0.082610089	0.081976832	0.081903378	0.082604743	0.080711853	0.081336276	0.08056716	0.11948346	0.085218751	0.081402966	0.082684484	0.084930304	0.52646032	0.090880462	0.18429631	0.29768164	8.5300813e-05	0.12877837	0.99784701	0.079973619	0.085085979	0.33209304	0.082944235	0.082054106	0.080458209	0.077219683	0.081346704	0.081977941	0.081267802
810.0		0.078663943	0.081831086	0.023391478	0.10669235	0.14030906	0.072821409	0.082610087	0.08197683	0.081903376	0.082604741	0.080711852	0.081336275	0.080567159	0.11948336	0.085218746	0.081402964	0.082684482	0.084930227	0.52645447	0.090880462	0.18429615	0.29767985	8.530081e-05	0.12877837	0.99743335	0.079973619	0.085085978	0.33205063	0.082944235	0.082054104	0.080458207	0.077219683	0.081346702	0.081977931	0.0812678
810.5		0.078663943	0.081831084	0.023391477	0.10669229	0.1403089	0.072821409	0.082610085	0.081976829	0.081903374	0.082604739	0.080711851	0.081336274	0.080567158	0.11948326	0.085218742	0.081402962	0.082684481	0.08493015	0.52644861	0.090880462	0.18429599	0.29767806	8.5300808e-05	0.12877837	0.99702104	0.079973618	0.085085977	0.3320084	0.082944234	0.082054103	0.080458205	0.077219682	0.081346701	0.081977921	0.081267798
811.0		0.078663943	0.081831082	0.023391477	0.10669222	0.14030876	0.072821409	0.082610082	0.081976827	0.081903373	0.082604737	0.08071185	0.081336272	0.080567158	0.11948317	0.085218738	0.08140296	0.082684479	0.084930073	0.52644276	0.090880462	0.18429585	0.29767627	8.5300806e-05	0.12877837	0.99660949	0.079973618	0.085085976	0.3319662	0.082944233	0.082054102	0.080458203	0.077219682	0.0813467	0.081977911	0.081267797
811.5		0.078663943	0.08183108	0.023391477	0.10669216	0.14030861	0.072821409	0.08261008	0.081976826	0.081903371	0.082604735	0.08071185	0.081336271	0.080567157	0.11948307	0.085218733	0.081402958	0.082684477	0.084929996	0.52643696	0.090880462	0.18429569	0.29767448	8.5300803e-05	0.12877837	0.99619904	0.079973617	0.085085974	0.33192412	0.082944232	0.0820541	0.080458201	0.077219682	0.081346699	0.081977901	0.081267795
812.0		0.078663943	0.081831078	0.023391477	0.10669209	0.14030846	0.072821409	0.082610078	0.081976824	0.081903369	0.082604733	0.080711849	0.08133627	0.080567156	0.11948297	0.085218729	0.081402956	0.082684476	0.08492992	0.52643116	0.090880462	0.18429555	0.2976727	8.5300801e-05	0.12877837	0.99578927	0.079973617	0.085085973	0.33188211	0.082944232	0.082054099	0.080458199	0.077219681	0.081346697	0.081977891	0.081267793
812.5		0.078663943	0.081831077	0.023391477	0.10669202	0.14030831	0.072821409	0.082610076	0.081976822	0.081903368	0.082604732	0.080711848	0.081336269	0.080567155	0.11948287	0.085218725	0.081402954	0.082684474	0.084929843	0.52642536	0.090880462	0.18429539	0.29767094	8.5300798e-05	0.12877837	0.99538067	0.079973616	0.085085972	0.33184025	0.082944231	0.082054098	0.080458197	0.077219681	0.081346696	0.081977882	0.081267791
813.0		0.078663943	0.081831075	0.023391477	0.10669196	0.14030816	0.072821408	0.082610074	0.081976821	0.081903366	0.08260473	0.080711847	0.081336268	0.080567154	0.11948277	0.085218721	0.081402952	0.082684472	0.084929767	0.52641957	0.090880462	0.18429525	0.29766915	8.5300796e-05	0.12877837	0.99497267	0.079973615	0.08508597	0.33179846	0.08294423	0.082054096	0.080458195	0.077219681	0.081346695	0.081977872	0.081267789
813.5		0.078663943	0.081831073	0.023391477	0.10669189	0.14030801	0.072821408	0.082610072	0.081976819	0.081903364	0.082604728	0.080711846	0.081336266	0.080567153	0.11948268	0.085218716	0.08140295	0.08268447	0.084929691	0.52641377	0.090880462	0.18429509	0.2976674	8.5300794e-05	0.12877837	0.99456543	0.079973615	0.085085969	0.33175671	0.08294423	0.082054095	0.080458193	0.077219681	0.081346694	0.081977862	0.081267788
814.0		0.078663943	0.081831071	0.023391477	0.10669183	0.14030786	0.072821408	0.082610069	0.081976818	0.081903363	0.082604726	0.080711845	0.081336265	0.080567153	0.11948258	0.085218712	0.081402948	0.082684469	0.084929615	0.52640803	0.090880462	0.18429495	0.29766564	8.5300791e-05	0.12877837	0.99415929	0.079973614	0.085085968	0.3317151	0.082944229	0.082054093	0.080458191	0.07721968	0.081346692	0.081977852	0.081267786
814.5		0.078663943	0.081831069	0.023391477	0.10669176	0.14030772	0.072821408	0.082610067	0.081976816	0.081903361	0.082604724	0.080711844	0.081336264	0.080567152	0.11948248	0.085218708	0.081402946	0.082684467	0.08492954	0.52640229	0.090880462	0.18429481	0.29766385	8.5300789e-05	0.12877837	0.99375366	0.079973614	0.085085967	0.33167353	0.082944228	0.082054092	0.08045819	0.07721968	0.081346691	0.081977843	0.081267784
815.0		0.078663943	0.081831068	0.023391477	0.1066917	0.14030757	0.072821408	0.082610065	0.081976815	0.081903359	0.082604722	0.080711844	0.081336263	0.080567151	0.11948238	0.085218704	0.081402944	0.082684465	0.084929464	0.52639655	0.090880462	0.18429465	0.2976621	8.5300786e-05	0.12877837	0.9933487	0.079973613	0.085085965	0.33163208	0.082944227	0.082054091	0.080458188	0.07721968	0.08134669	0.081977833	0.081267782
815.5		0.078663943	0.081831066	0.023391477	0.10669163	0.14030742	0.072821407	0.082610063	0.081976813	0.081903358	0.082604721	0.080711843	0.081336261	0.08056715	0.11948229	0.085218699	0.081402942	0.082684464	0.084929389	0.52639081	0.090880462	0.18429451	0.29766034	8.5300784e-05	0.12877837	0.99294492	0.079973613	0.085085964	0.33159073	0.082944227	0.082054089	0.080458186	0.077219679	0.081346689	0.081977823	0.081267781
816.0		0.078663943	0.081831064	0.023391477	0.10669157	0.14030727	0.072821407	0.082610061	0.081976811	0.081903356	0.082604719	0.080711842	0.08133626	0.080567149	0.11948219	0.085218695	0.08140294	0.082684462	0.084929314	0.52638513	0.090880462	0.18429437	0.29765862	8.5300782e-05	0.12877837	0.99254233	0.079973612	0.085085963	0.33154949	0.082944226	0.082054088	0.080458184	0.077219679	0.081346687	0.081977814	0.081267779
816.5		0.078663943	0.081831062	0.023391477	0.1066915	0.14030713	0.072821407	0.082610059	0.08197681	0.081903354	0.082604717	0.080711841	0.081336259	0.080567148	0.1194821	0.085218691	0.081402939	0.08268446	0.084929238	0.52637945	0.090880462	0.18429421	0.29765687	8.5300779e-05	0.12877837	0.99213991	0.079973612	0.085085962	0.33150829	0.082944225	0.082054087	0.080458182	0.077219679	0.081346686	0.081977804	0.081267777
817.0		0.078663943	0.081831061	0.023391477	0.10669144	0.14030698	0.072821407	0.082610056	0.081976808	0.081903353	0.082604715	0.08071184	0.081336258	0.080567148	0.119482	0.085218687	0.081402937	0.082684459	0.084929164	0.52637377	0.090880462	0.18429407	0.29765511	8.5300777e-05	0.12877837	0.9917385	0.079973611	0.08508596	0.3314672	0.082944225	0.082054085	0.08045818	0.077219678	0.081346685	0.081977794	0.081267776
817.5		0.078663943	0.081831059	0.023391477	0.10669137	0.14030684	0.072821407	0.082610054	0.081976807	0.081903351	0.082604713	0.080711839	0.081336257	0.080567147	0.1194819	0.085218683	0.081402935	0.082684457	0.084929089	0.52636809	0.090880462	0.18429392	0.29765339	8.5300775e-05	0.12877837	0.99133835	0.07997361	0.085085959	0.33142622	0.082944224	0.082054084	0.080458178	0.077219678	0.081346684	0.081977785	0.081267774
818.0		0.078663943	0.081831057	0.023391477	0.10669131	0.14030669	0.072821407	0.082610052	0.081976805	0.081903349	0.082604711	0.080711838	0.081336256	0.080567146	0.11948181	0.085218678	0.081402933	0.082684455	0.084929014	0.52636241	0.090880462	0.18429376	0.29765167	8.5300772e-05	0.12877837	0.99093872	0.07997361	0.085085958	0.33138531	0.082944223	0.082054083	0.080458176	0.077219678	0.081346683	0.081977775	0.081267772
818.5		0.078663943	0.081831055	0.023391477	0.10669124	0.14030655	0.072821406	0.08261005	0.081976804	0.081903348	0.08260471	0.080711838	0.081336254	0.080567145	0.11948171	0.085218674	0.081402931	0.082684454	0.08492894	0.52635679	0.090880462	0.18429362	0.29764995	8.530077e-05	0.12877837	0.99053984	0.079973609	0.085085957	0.33134444	0.082944223	0.082054081	0.080458174	0.077219678	0.081346681	0.081977766	0.08126777
819.0		0.078663943	0.081831054	0.023391477	0.10669118	0.1403064	0.072821406	0.082610048	0.081976802	0.081903346	0.082604708	0.080711837	0.081336253	0.080567144	0.11948162	0.08521867	0.081402929	0.082684452	0.084928866	0.52635117	0.090880462	0.18429348	0.29764819	8.5300768e-05	0.12877837	0.9901419	0.079973609	0.085085956	0.33130372	0.082944222	0.08205408	0.080458172	0.077219677	0.08134668	0.081977756	0.081267769
819.5		0.078663943	0.081831052	0.023391477	0.10669112	0.14030626	0.072821406	0.082610046	0.081976801	0.081903345	0.082604706	0.080711836	0.081336252	0.080567144	0.11948152	0.085218666	0.081402927	0.08268445	0.084928792	0.52634554	0.090880462	0.18429332	0.29764647	8.5300765e-05	0.12877837	0.9897448	0.079973608	0.085085954	0.33126307	0.082944221	0.082054079	0.080458171	0.077219677	0.081346679	0.081977747	0.081267767
820.0		0.078663943	0.08183105	0.023391477	0.10669105	0.14030612	0.072821406	0.082610044	0.081976799	0.081903343	0.082604704	0.080711835	0.081336251	0.080567143	0.11948143	0.085218662	0.081402925	0.082684449	0.084928718	0.52633992	0.090880462	0.18429318	0.29764478	8.5300763e-05	0.12877837	0.98934803	0.079973608	0.085085953	0.33122249	0.08294422	0.082054077	0.080458169	0.077219677	0.081346678	0.081977737	0.081267765
820.5		0.078663943	0.081831048	0.023391477	0.10669099	0.14030597	0.072821406	0.082610042	0.081976798	0.081903341	0.082604702	0.080711834	0.08133625	0.080567142	0.11948133	0.085218658	0.081402923	0.082684447	0.084928644	0.52633436	0.090880462	0.18429304	0.29764306	8.5300761e-05	0.12877837	0.98895262	0.079973607	0.085085952	0.33118203	0.08294422	0.082054076	0.080458167	0.077219676	0.081346676	0.081977728	0.081267764
821.0		0.078663943	0.081831047	0.023391477	0.10669093	0.14030583	0.072821406	0.082610039	0.081976796	0.08190334	0.082604701	0.080711833	0.081336248	0.080567141	0.11948124	0.085218654	0.081402921	0.082684446	0.08492857	0.52632874	0.090880462	0.1842929	0.29764134	8.5300758e-05	0.12877837	0.9885578	0.079973607	0.085085951	0.33114163	0.082944219	0.082054075	0.080458165	0.077219676	0.081346675	0.081977718	0.081267762
821.5		0.078663943	0.081831045	0.023391477	0.10669086	0.14030568	0.072821405	0.082610037	0.081976795	0.081903338	0.082604699	0.080711833	0.081336247	0.08056714	0.11948115	0.085218649	0.08140292	0.082684444	0.084928497	0.52632317	0.090880462	0.18429276	0.29763965	8.5300756e-05	0.12877837	0.988164	0.079973606	0.08508595	0.33110135	0.082944218	0.082054074	0.080458163	0.077219676	0.081346674	0.081977709	0.08126776
822.0		0.078663943	0.081831043	0.023391477	0.1066908	0.14030554	0.072821405	0.082610035	0.081976793	0.081903337	0.082604697	0.080711832	0.081336246	0.08056714	0.11948105	0.085218645	0.081402918	0.082684442	0.084928424	0.52631761	0.090880462	0.1842926	0.29763793	8.5300754e-05	0.12877837	0.98777095	0.079973606	0.085085948	0.33106114	0.082944218	0.082054072	0.080458161	0.077219676	0.081346673	0.0819777	0.081267759
822.5		0.078663943	0.081831041	0.023391477	0.10669074	0.1403054	0.072821405	0.082610033	0.081976792	0.081903335	0.082604695	0.080711831	0.081336245	0.080567139	0.11948096	0.085218641	0.081402916	0.082684441	0.08492835	0.52631205	0.090880462	0.18429246	0.29763624	8.5300752e-05	0.12877837	0.98737833	0.079973605	0.085085947	0.33102101	0.082944217	0.082054071	0.080458159	0.077219675	0.081346672	0.08197769	0.081267757
823.0		0.078663943	0.08183104	0.023391477	0.10669067	0.14030526	0.072821405	0.082610031	0.08197679	0.081903333	0.082604693	0.08071183	0.081336244	0.080567138	0.11948086	0.085218637	0.081402914	0.082684439	0.084928277	0.52630654	0.090880462	0.18429232	0.29763456	8.5300749e-05	0.12877837	0.98698706	0.079973604	0.085085946	0.33098095	0.082944216	0.08205407	0.080458158	0.077219675	0.081346671	0.081977681	0.081267755
823.5		0.078663943	0.081831038	0.023391477	0.10669061	0.14030512	0.072821405	0.082610029	0.081976789	0.081903332	0.082604692	0.080711829	0.081336243	0.080567137	0.11948077	0.085218633	0.081402912	0.082684437	0.084928205	0.52630104	0.090880462	0.18429218	0.29763287	8.5300747e-05	0.12877837	0.98659612	0.079973604	0.085085945	0.330941	0.082944216	0.082054068	0.080458156	0.077219675	0.081346669	0.081977671	0.081267754
824.0		0.078663943	0.081831036	0.023391477	0.10669055	0.14030497	0.072821405	0.082610027	0.081976787	0.08190333	0.08260469	0.080711829	0.081336242	0.080567137	0.11948068	0.085218629	0.08140291	0.082684436	0.084928132	0.52629553	0.090880462	0.18429204	0.29763118	8.5300745e-05	0.12877837	0.98620654	0.079973603	0.085085943	0.33090115	0.082944215	0.082054067	0.080458154	0.077219674	0.081346668	0.081977662	0.081267752
824.5		0.078663943	0.081831034	0.023391477	0.10669049	0.14030483	0.072821404	0.082610025	0.081976786	0.081903329	0.082604688	0.080711828	0.08133624	0.080567136	0.11948059	0.085218625	0.081402908	0.082684434	0.084928059	0.52629003	0.090880462	0.1842919	0.29762949	8.5300742e-05	0.12877837	0.98581679	0.079973603	0.085085942	0.33086128	0.082944214	0.082054066	0.080458152	0.077219674	0.081346667	0.081977653	0.08126775
825.0		0.078663943	0.081831033	0.023391477	0.10669042	0.14030469	0.072821404	0.082610023	0.081976784	0.081903327	0.082604686	0.080711827	0.081336239	0.080567135	0.11948049	0.085218621	0.081402907	0.082684433	0.084927987	0.52628452	0.090880462	0.18429176	0.29762781	8.530074e-05	0.12877837	0.98542881	0.079973602	0.085085941	0.33082162	0.082944214	0.082054065	0.08045815	0.077219674	0.081346666	0.081977644	0.081267749
825.5		0.078663943	0.081831031	0.023391477	0.10669036	0.14030455	0.072821404	0.082610021	0.081976783	0.081903325	0.082604685	0.080711826	0.081336238	0.080567134	0.1194804	0.085218617	0.081402905	0.082684431	0.084927915	0.52627908	0.090880462	0.18429162	0.29762612	8.5300738e-05	0.12877837	0.98504084	0.079973602	0.08508594	0.33078196	0.082944213	0.082054063	0.080458148	0.077219673	0.081346665	0.081977634	0.081267747
826.0		0.078663943	0.081831029	0.023391477	0.1066903	0.14030441	0.072821404	0.082610019	0.081976781	0.081903324	0.082604683	0.080711825	0.081336237	0.080567133	0.11948031	0.085218613	0.081402903	0.082684429	0.084927843	0.52627357	0.090880462	0.18429148	0.29762447	8.5300736e-05	0.12877837	0.98465464	0.079973601	0.085085939	0.33074249	0.082944212	0.082054062	0.080458147	0.077219673	0.081346663	0.081977625	0.081267745
826.5		0.078663943	0.081831028	0.023391477	0.10669024	0.14030427	0.072821404	0.082610017	0.08197678	0.081903322	0.082604681	0.080711825	0.081336236	0.080567133	0.11948022	0.085218609	0.081402901	0.082684428	0.084927771	0.52626813	0.090880462	0.18429134	0.29762278	8.5300733e-05	0.12877837	0.98426835	0.079973601	0.085085938	0.33070298	0.082944212	0.082054061	0.080458145	0.077219673	0.081346662	0.081977616	0.081267744
827.0		0.078663943	0.081831026	0.023391477	0.10669018	0.14030413	0.072821404	0.082610015	0.081976778	0.081903321	0.082604679	0.080711824	0.081336235	0.080567132	0.11948013	0.085218605	0.081402899	0.082684426	0.084927699	0.52626268	0.090880462	0.18429119	0.29762112	8.5300731e-05	0.12877837	0.98388325	0.0799736	0.085085936	0.33066362	0.082944211	0.082054059	0.080458143	0.077219673	0.081346661	0.081977607	0.081267742
827.5		0.078663943	0.081831024	0.023391476	0.10669011	0.14030399	0.072821403	0.082610013	0.081976777	0.081903319	0.082604678	0.080711823	0.081336234	0.080567131	0.11948003	0.085218601	0.081402897	0.082684425	0.084927628	0.52625729	0.090880462	0.18429105	0.29761947	8.5300729e-05	0.12877837	0.98349873	0.0799736	0.085085935	0.33062436	0.08294421	0.082054058	0.080458141	0.077219672	0.08134666	0.081977597	0.08126774
828.0		0.078663943	0.081831023	0.023391476	0.10669005	0.14030385	0.072821403	0.082610011	0.081976775	0.081903318	0.082604676	0.080711822	0.081336232	0.08056713	0.11947994	0.085218597	0.081402895	0.082684423	0.084927556	0.52625185	0.090880462	0.18429091	0.29761782	8.5300727e-05	0.12877837	0.98311532	0.079973599	0.085085934	0.33058515	0.08294421	0.082054057	0.080458139	0.077219672	0.081346659	0.081977588	0.081267739
828.5		0.078663943	0.081831021	0.023391476	0.10668999	0.14030372	0.072821403	0.082610008	0.081976774	0.081903316	0.082604674	0.080711821	0.081336231	0.08056713	0.11947985	0.085218593	0.081402894	0.082684421	0.084927485	0.52624646	0.090880462	0.18429077	0.29761616	8.5300725e-05	0.12877837	0.98273241	0.079973599	0.085085933	0.33054604	0.082944209	0.082054056	0.080458138	0.077219672	0.081346658	0.081977579	0.081267737
829.0		0.078663943	0.081831019	0.023391476	0.10668993	0.14030358	0.072821403	0.082610006	0.081976772	0.081903314	0.082604672	0.080711821	0.08133623	0.080567129	0.11947976	0.085218589	0.081402892	0.08268442	0.084927414	0.52624107	0.090880462	0.18429063	0.29761451	8.5300722e-05	0.12877837	0.9823501	0.079973598	0.085085932	0.33050697	0.082944208	0.082054054	0.080458136	0.077219671	0.081346656	0.08197757	0.081267735
829.5		0.078663943	0.081831018	0.023391476	0.10668987	0.14030344	0.072821403	0.082610004	0.081976771	0.081903313	0.082604671	0.08071182	0.081336229	0.080567128	0.11947967	0.085218585	0.08140289	0.082684418	0.084927343	0.52623568	0.090880462	0.18429049	0.29761286	8.530072e-05	0.12877837	0.98196888	0.079973598	0.08508593	0.33046805	0.082944208	0.082054053	0.080458134	0.077219671	0.081346655	0.081977561	0.081267734
